,Username,Location,Age,Sex
1369,Ashley 709359, Fitchburg,,
1370,Jackie E, Cumberland,,
1371,Chynna, Hutchinson,,
1372,Aliton, Hopewell,,
1373,Carly D, Hoboken,,
1374,Sabrina L 7093, Rutland,,
1375,Kenneth 7053, Eldersburg,,
1376,Catherine 7093, West Haven,,
1377,Jenna 7093, Clarksville,,
1378,Carol 7093, Hutchinson,,
1379,Cal C 7093, Fairfield,,
1380,Stephanie S 7093, Manhattan,,
1381,Greg 7092, Montebello,,
1382,Kristin L 7092, Livingston,,
1383,Deshawn S, Burlington,,
1384,Rachel 7092, Jacksonville,,
1385,Jennifer U, New York City,,
1386,Rhianna N, Pampa,,
1387,Shell C, Reno , 35-49 , Female  
1388,Lisa 7092, Mahwah,,
1389,Jeannedonohue, Livingston,,
1390,Milly N, Long Island City,,
1391,Melissa S 2, Hutchinson,,
1392,Diane C 7091, Pleasantville,,
1393,Lisa G 7091, Kalamazoo,,
1394,Heather 631852, Bridgewater,,
1395,Judy M 7072, Paterson,,
1396,Chau P, Campbell,,
1397,Member 70895822, Paducah,,
1398,Edith 7090, Selden,,
1399,Shannon C 7090, York,,
1400,Member 709051, Yonkers,,
1401,Jasmine L 6305, North York,,
1402,Maureen P, Commack ,, Female
1403,Kristie B 6216, Stamford,,
1404,Christina B 6312, Philadelphia,,
1405,Rob 7090, Hutchinson,,
1406,Ramona A, La Mesa , 50-64 , Female  
1407,Jim 708965, Yonkers,,
1408,james s 6160, Beloit,,
1409,Carrie 6308, Hammond,,
1410,Leah 16, Middletown,,
1411,Cesare M, Borough of Queens , 35-49 , Male  
1412,Jackie 6310, Santa Fe , 35-49 , Female  
1413,Kayla G 7089, Kansas City,,
1414,Delia M, Fort Lee,,
1415,Suzie 7089, Montclair,,
1416,Bonnie G 6281, Jupiter,,
1417,Trey Russ, Raleigh , 18-24 , Male    
1418,Eliza 7001, Hutchinson,,
1419,Member 70554134, Manhattan,,
1420,Rhiannon M, Beacon,,
1421,Diane S 7040, Long Island City,,
1422,Mila, Bensonhurst,,
1423,Debbie C 6232, South Old Bridge,,
1424,carmennegr0naolcom, Elizabeth,,
1425,Brandon 7089, Charleston,,
1426,Ally R 7089, Manhattan,,
1427,Zach 7089, Raytown,,
1428,Cathy P 6318, Westmont,,
1429,Theresa W 6313, Eugene,,
1430,Ryan 6363, Hopatcong Hills,,
1431,Ken S 7088, Atlanta,,
1432,Christiana P 6222, Hutchinson , 18-24 , Female  
1433,Margaret 6312, Elmwood Park,,
1434,Annasole P, New York City ,, Female
1435,Gigi C 6316, Hutchinson,,
1436,Sarina 6308, Lynn Haven,,
1437,Claire L 6155, Evans,,
1438,Marcia 19, Baldwin,,
1439,MaryAnn 6273, Indianapolis,,
1440,Calvin T, Erlanger ,, Male
1441,Diana D 6270, Lawrenceville ,, Female
1442,Lara T 7088, Trenton,,
1443,Robert 6117, Peekskill,,
1444,cassandra 7088, Danbury,,
1445,Judith Y, Trenton , 50-64 , Female  
1446,CellineMarge M, San Francisco,,
1447,Linda G 6130, Trenton,,
1448,Spencer H, Barnstable,,
1449,JoAnn T 7088, Philadelphia,,
1450,Susan 605050, New York City,,
1451,Member 708019, Nutley,,
1452,Valerie 6045, Springfield,,
1453,Cara D 2, Borough of Bronx , 25-34 , Male  
1454,Mary S 6054, Ewing,,
1455,Cathy 16, Central Islip,,
1456,Jerald B 7088, Coney Island,,
1457,Marci T, Middletown,,
1458,Kari 4, Lethbridge , 35-49 , Female  
1459,Christine 7088, Jersey City,,
1460,Member 13a48ef7, Charlotte,,
1461,Ana I, Borough of Bronx,,
1462,Helen 7073, Bensonhurst ,, Female
1463,Pamela H 6158, Irvington , 50-64 , Male  
1464,Eileen 14, Borough of Queens , 65+ , Female  
1465,Jane 7047, Fort Lee,,
1466,Nicholas R 7080, Valley Stream,,
1467,Freda M, Manhattan,,
1468,John H 6312, Utica ,, Male
1469,Laura 7073, Cleveland,,
1470,Marina 7059, Canc<U+00FA>n,,
1471,Member 705573, Lancaster , 50-64 , Female  
1472,Marilynruu, Borough of Queens , 18-24 , Female  
1473,Anne 7052, Union City,,
1474,Frank W, Dover,,
1475,Nina 7039, Manhattan,,
1476,Ashley 7038, Wellesley,,
1477,Rosara P, Shrewsbury,,
1478,Sharon S 7031, Farmington,,
1479,Tina B 7030, Mokena,,
1480,Maritza 6066, Borough of Queens , 35-49 , Female  
1481,Michelle 7018, Cooper City,,
1482,Raylene D, Pearl River,,
1483,Jessie R, Long Island City , 25-34 , Female  
1484,Emludolph, Brooklyn,,
1485,Jennifer R 7005, Lenexa,,
1486,Jorge M 7005, Los Angeles,,
1487,Samantha C 7004, New Brunswick,,
1488,Beth L, Waterville , 35-49 , Female    
1489,MadelynBoles, Los Angeles,,
1490,Jennifer 7003, Lebanon,,
1491,Gina 7003, Hutchinson,,
1492,Riley H 7003, Hutchinson,,
1493,Jason C 7003, Cabot,,
1494,Nicole G 3, Dallas,,
1495,Antonia 7002, Kiryas Joel,,
1496,Mardi13, Philadelphia , 25-34 , Female  
1497,Eileen 7002, West Orange,,
1498,Elise D 7001, Columbia,,
1499,Margaret 6366, Spring Valley,,
1500,Gina S 6365, Addison,,
1501,MelissaLundstedt, Hutchinson,,
1502,Jody H 6366, Mastic,,
1503,Desiree C 6365, Willingboro,,
1504,JillScott, Valparaiso ,, Female
1505,Dina 6365, Ocean Acres,,
1506,Stacy 6364, Jersey City,,
1507,Donna 6363, McKinney,,
1508,Jennifer B 6362, Scranton,,
1509,Betsy M 6361, Borough of Bronx,,
1510,Mady, Clinton , 50-64 , Female  
1511,Susan S 6358, Easton,,
1512,Sharon 604726, Limerick,,
1513,Jean B 6325, Willow Grove,,
1514,JodiArnce, Willingboro,,
1515,Maddy_Owns_Goggle, Tallahassee , 18-24 , Female  
1516,RebeccaLeon, Paterson,,
1517,Brenda O 6343, Deer Park,,
1518,Catherine 634339, Wadsworth,,
1519,Valerie P 6328, Waterville,,
1520,Jill S 6343, Hutchinson,,
1521,Betsy H 6340, Piqua,,
1522,Danielle L 6343, Littleton,,
1523,BDG, Westport,,
1524,sarah 6342, Lakeside,,
1525,C 6342, Pleasanton,,
1526,Andy X, La Jolla,,
1527,Katherine 634119, Kent,,
1528,Gale K 6317, Philadelphia,,
1529,Dani C 6313, Towson,,
1530,Shayna 6340, Elkton,,
1531,Elizabeth K 6340, Lincoln,,
1532,Helen B 6340, Taylors,,
1533,Allison 6340, Montgomery,,
1534,Becky S 6340, Wilkinsburg,,
1535,MaryAnn D, Stockholm,,
1536,Eric 6339, Las Vegas,,
1537,Valerie D 6339, Hutchinson,,
1538,Shari L 6338, Westbury,,
1539,Chereyl, New Brunswick,,
1540,Sheri M 6338, Woodland,,
1541,Isabel B, Seattle,,
1542,Debi M 6338, Colorado Springs,,
1543,Rose 6336, Philadelphia,,
1544,Audrey E 6336, Houston,,
1545,Shannon L 6336, Bel Air North,,
1546,Luz R, East New York,,
1547,Haylee R, Oildale,,
1548,Heather G 6334, Dallas,,
1549,Amy 633453, Brockton,,
1550,Taylor H 6334, West Lynchburg,,
1551,MLK, Abington,,
1552,Margaret R 6334, Mountain Top,,
1553,Lisa 633424, Hutchinson,,
1554,Aleah S, McMinnville,,
1555,Michele D 6334, Westford,,
1556,Francesca H 6332, Danbury,,
1557,Leisa 6331, Smyrna,,
1558,Reina 6331, Kenner,,
1559,Judith 6330, Kendall West,,
1560,Lynne 6331, Fall River,,
1561,Lisa N 6330, Allentown,,
1562,Toni J 6330, Hutchinson,,
1563,Melissa S 6330, Center Point,,
1564,Danielle R 6329, Ronkonkoma , 35-49 , Female    
1565,Stephanie D 6329, Hutchinson,,
1566,Debra K 6328, Eustis,,
1567,Dana 6328, Ocean Acres,,
1568,Nancy N 6327, Springboro,,
1569,Barbara 6327, Lakewood,,
1570,Jo M 6314, Tucson ,, Female
1571,Rhonda 6319, Crestview,,
1572,Yajaida Nunez, Woodmere , 35-49 , Female  
1573,Gwen A 6326, Hutchinson,,
1574,Joel F 6325, Elmwood Park,,
1575,Eric R 6323, Hoboken,,
1576,Di, Coney Island,,
1577,Ryan-Elizabeth H, Badger,,
1578,RobinGilbert A, Chapel Hill,,
1579,Josette B, Syosset,,
1580,Samantha S 6320, Hutchinson,,
1581,Paige 6319, Mason,,
1582,DianaDannemiller W, Converse,,
1583,Shannon S 6319, Davis,,
1584,Natasha D 6319, Deltona,,
1585,Candide M, Easton,,
1586,Jessica M 6318, Owasso,,
1587,Katy S 6317, Fredericksburg,,
1588,AndreaHimmo, Tucker,,
1589,Melanie F 6317, Shakopee,,
1590,Rachel 631657, Gainesville,,
1591,Olivia G 6314, Wilkes-Barre,,
1592,MichelleMcFall-Johnsen, Oak Park,,
1593,Karen A 6314, Okolona,,
1594,Donna C 6314, Willingboro,,
1595,Katie W 6313, Columbia ,, Female
1596,Jacob M 6313, Los Angeles,,
1597,Audrey 6313, Holiday,,
1598,Sorsha, Smyrna,,
1599,Beverly 6312, Norristown,,
1600,Michelle 631230, Massapequa Park,,
1601,Alicia 6311, Redmond,,
1602,Marta M 6311, Brooklyn,,
1603,Danna H, Tillmans Corner ,, Female
1604,Judi 6311, East Northport,,
1605,Katy 631042, Hutchinson,,
1606,Susan F 6309, Easton,,
1607,Judy 6307, Manhattan,,
1608,StacyCarleton, Hutchinson,,
1609,Kat 6309, Winter Haven,,
1610,Manuel 6309, Garland,,
1611,Leila 6308, Southbury,,
1612,Jennifer H 6308, Kalamazoo,,
1613,Elaine 630841, Easton,,
1614,Theresa 630744, West New York,,
1615,Melissa C 6307, Manchester,,
1616,Kelli 6307, Shenandoah,,
1617,fmartis, Easton,,
1618,Efren M, Jersey City,,
1619,Nicole 6306, Eastchester,,
1620,Katie S 6306, Morgantown,,
1621,Hailey S, Costa Mesa,,
1622,Delyne A, Bayshore Gardens,,
1623,Joanna B 6272, Cranberry Township,,
1624,Deborah B 6302, Decatur,,
1625,Monica 6301, Long Island City,,
1626,Mary B 6300, Trenton,,
1627,Caroline G 6299, Radnor,,
1628,Ashley M 6299, Toronto,,
1629,Trudy 6299, Herriman,,
1630,Polly K, Commerce City,,
1631,Mikeline 6277, North Tustin,,
1632,GWENGEORGE, North Providence,,
1633,oragami11106yahoocom, Brooklyn,,
1634,Matt F 6297, Corvallis,,
1635,DonnaKrewson, Willow Grove,,
1636,JOHN 6297, Grosse Pointe Woods,,
1637,MackenzieBreeze B, Oak Bay,,
1638,Lorraine 6296, Wilmington,,
1639,Ken K 6262, Kenmore,,
1640,Kathy 629352, Los Angeles,,
1641,RachelLarchar, Titusville,,
1642,Ashley 629227, Akron,,
1643,mitchellfinke, Gahanna,,
1644,Alyssa M 6291, Pomona,,
1645,EJB, San Francisco , 35-49 , Female  
1646,Cathy W 6290, Decatur,,
1647,Tina R 6290, Grand Prairie,,
1648,Andrea L 6289, Fresno,,
1649,Janine M 6289, Los Angeles,,
1650,DLF, New York City , 50-64 , Male  
1651,Leigh M 6285, Ronkonkoma,,
1652,Rhonda K, Santa Clarita,,
1653,Dan 6282, Paterson,,
1654,John P 6281, Augusta,,
1655,Katie N 6281, Ken Caryl,,
1656,Elena E 6280, Lomita,,
1657,Kimberly M 6280, Redding,,
1658,Chris K 6279, Portland,,
1659,Elizabeth K 6279, Hammond,,
1660,Ashley 6279, Jacksonville , 25-34 , Female    
1661,James 6279, Bloomfield,,
1662,Briana V, Plainview,,
1663,Jon S 6278, Winter Haven,,
1664,Lauren A 6278, Cypress,,
1665,Lina L, Long Island City , 35-49 , Female  
1666,Shannon 6277, Dublin,,
1667,Dawn 6277, Saint Charles,,
1668,Katelyn 6277, Simi Valley,,
1669,Rachel 6115, Long Island City,,
1670,Amber G 6277, Asheville,,
1671,DawnFuentes, Fort Lee,,
1672,Diane H 6276, Whitehall Township,,
1673,BrenTully, Sherman Oaks,,
1674,Carolyne M, San Francisco , 35-49 , Female      
1675,Cassandra W, Holly Springs,,
1676,Susan 6274, Colorado Springs,,
1677,Candilee, Arnold,,
1678,Hannah 6273, Riverside,,
1679,Michael 6273, Douglasville,,
1680,Nancy H 6272, O'Fallon,,
1681,Kelly B 6272, Lakeside,,
1682,Erinne, Kent,,
1683,Cinisyren13, San Francisco , 25-34 , Female  
1684,Megan B 6272, Philadelphia,,
1685,ShawnLane, Wilkinsburg,,
1686,Maria W 6265, Philadelphia,,
1687,Carina H, Tualatin,,
1688,Holly L 6271, Weymouth,,
1689,Cindy S 6268, East Ridge,,
1690,Eidola B, Brookline,,
1691,Jessica 626965, Bourbonnais,,
1692,Georgia M, Wheeling,,
1693,Mandy E 6269, Onalaska,,
1694,Uschi, Boston,,
1695,Kat W 6268, Pooler,,
1696,DANA C 6157, Levittown , 50-64 , Female  
1697,William 6233, East New York,,
1698,MaryFran, Bozeman,,
1699,Roz 6042, Warren Township , 65+ , Male  
1700,Miguel 6216, Minneapolis,,
1701,Maria M 6, Long Island City,,
1702,Daniel 42, West New York , 25-34 , Male  
1703,Cath, Jamaica , 35-49 , Female  
1704,Thom W, Ewing ,, Male
1705,Allison 6266, Hutchinson,,
1706,sherrie 6265, Charlotte,,
1707,Loudo, Des Moines,,
1708,Bettyann 6263, Long Island City,,
1709,Ali B 6263, Maumelle,,
1710,Micki B 6262, Nixa,,
1711,Zamora B, Bon Air,,
1712,Laura 6262, Alabaster,,
1713,Lisa 6260, Lexington,,
1714,Mark B 6260, Lexington,,
1715,Jonathan 6085, New York City , 35-49 , Male  
1716,Joan J, Graham,,
1717,Julie 6091, Tokyo,,
1718,Ali 6090, Ottawa,,
1719,Tina Z 6066, 50-64 ,, Female
1720,Heather 625948, Port Orange,,
1721,Heather R 6087, Philadelphia , 35-49 , Female  
1722,Carla 5, Manhattan , 50-64 , Female  
1723,Foster B, Gahanna , 35-49 , Male  
1724,Ellie M, Santa Monica,,
1725,rudy s, Bergenfield,,
1726,Melody D, Starkville,,
1727,Lindsey 17, Toms River,,
1728,Chris 624273, Wilmington,,
1729,Thomas D 6157, East Longmeadow , 35-49 , Male  
1730,Lisa G 6242, Garden City,,
1731,Julie C 6241, Hamden,,
1732,Brian 6241, Parsippany,,
1733,Paula A 6241, Roseville,,
1734,Richard I, Jamaica,,
1735,Owen See, New York City,,
1736,Amanda K 6240, Hamilton,,
1737,Maddy 6240, West Lynchburg,,
1738,Danielle J 6157, Hutchinson,,
1739,Mary M 6237, Philadelphia,,
1740,Robin B 6236, Derry Village,,
1741,Teree B, Broad Ripple,,
1742,Eli 6235, Grayslake , 12 and under , Male  
1743,Lucy Y 6235, Baltimore,,
1744,Dennis 6235, Los Angeles,,
1745,Jennifer 6232, Bridgeton,,
1746,Ernest T, Lansdale,,
1747,Natasha 6232, Columbia,,
1748,Liz H, Visalia , 35-49 , Female  
1749,DeborahThomson, Brooklyn,,
1750,Nanette 6231, North Salt Lake,,
1751,Concetta F, Dayton,,
1752,Deborah 6231, Pembroke Pines,,
1753,Jessie E, Richmond,,
1754,LaNissa D, Johnson City,,
1755,Barbara S 6230, Puyallup,,
1756,Barbara B 6072, Dover , 50-64 , Female  
1757,Ryanmyers, Lindenwold,,
1758,MelissaJ, Keene , 18-24 , Female  
1759,Alyssa E 6228, Bloomington,,
1760,Morgan M 6228, Warren,,
1761,Jennifer D 6228, Colorado Springs,,
1762,Susan H 3, Conway,,
1763,Shanon, Damascus,,
1764,Lauren 6226, Bellaire,,
1765,Donna O 6147, Manhattan,,
1766,Tiffani M, Woonsocket,,
1767,Madison 6219, Cliffside Park,,
1768,Maureen S 6219, Milton,,
1769,lisa 28, Forest Lake,,
1770,PaulaJean, Fort Myers,,
1771,Rebecca 6218, Lafayette,,
1772,Joanne G 6218, Royal Palm Beach,,
1773,Courtenay C, Irving , 65+ , Female  
1774,Rocco D, Hutchinson,,
1775,Margaret J 6216, Seymour,,
1776,Susan c0f1dfdd, Orillia,,
1777,Barbara 67, Buffalo,,
1778,Shannon W 6215, Odenton,,
1779,Thomas B 6215, Bloomfield,,
1780,Josh B 6215, Johnson City,,
1781,Amanda 6214, Poughkeepsie,,
1782,Chloe R, Conway ,, Female
1783,Francine 7117, Los Banos,,
1784,Margaret S 7117, Tucson ,, Female
1785,Yasin, Middletown,,
1786,Jesus, Borough of Bronx ,, Male
1787,Miranda S 7113, Waverly ,, Female
1788,dlparker106gmailcom, Borough of Bronx ,, Male
1789,Arlene 7113, Stamford,,
1790,Tony 7113, Ewing,,
1791,Ryan M 7111, Hutchinson ,, Male
1792,Karen J 7110, Borough of Bronx ,, Female
1793,Nadya, Manhattan,,
1794,Jessica M 709057, Upper Arlington ,, Female
1795,Dora B, Hutchinson,,
1796,Bryan 7101, Fresno ,, Male
1797,kathy 7096, Arnold,,
1798,Maureen 709621, Bellevue,,
1799,Toniann, Hampton,,
1800,Mikki H, Beacon,,
1801,Jeannene 7097, Brentwood,,
1802,Rebecca K 709752, Burke,,
1803,Alyssa D 7096, Hutchinson,,
1804,Isreal P, Greensboro,,
1805,Brittany B 7095, Hutchinson,,
1806,Tal 7095, Boca Raton,,
1807,vasha, Borough of Queens,,
1808,Rosa 7093, Borough of Bronx,,
1809,AnneMarie 7092, Union City,,
1810,Sheila 7092, Jersey City,,
1811,Kristen 7090, Live Oak,,
1812,Pauline N 7090, Prospect,,
1813,Marny S, Stamford,,
1814,Samantha S 6219, Cicero,,
1815,Celestia P, Kissimmee,,
1816,Matthew 7088, Rutherford,,
1817,Cynthia P 7082, Cliffside Park,,
1818,Camden 7061, Hutchinson,,
1819,Kaylea 7054, Johnson City , 18-24 , Female  
1820,Sandy D 7053, Montclair,,
1821,JaneAnnCrum, Manhattan,,
1822,Sam C 7040, Camden,,
1823,Erin B 7029, Chester,,
1824,Roch, North Amityville,,
1825,Sherilyn M, Carrollton,,
1826,Ingeborg R, Hutchinson,,
1827,Marlu 7004, Eggertsville,,
1828,Tiffani A, Ocean Acres,,
1829,Mel H, Thomasville,,
1830,Chioma U, Richfield,,
1831,Silvana 7003, Wilmington,,
1832,Lisa P 7003, Bon Air,,
1833,Lillian 7003, New Smyrna Beach,,
1834,Michele 7003, Elmont,,
1835,Brenda B 7003, Los Angeles,,
1836,OnnaLeigh S, Hutchinson,,
1837,Wanda B 7002, Borough of Queens,,
1838,Kyle M 7002, Fort Lee,,
1839,Patrice 7002, Decatur,,
1840,Ruby T, Manhattan,,
1841,Barbara 700159, Vista,,
1842,Lindsay 7001, Hutchinson,,
1843,Ali S 7001, Streamwood,,
1844,LilyHorne, Hanover,,
1845,Denise F 6364, Perth Amboy,,
1846,Andrea D 7001, Lindenwold,,
1847,MShane M, Manhattan,,
1848,Dana 7001, Poway,,
1849,Hayley H 7001, Yukon,,
1850,Denise 6366, Warren,,
1851,Patricia W 6366, Lindenhurst,,
1852,Jennifer S 6366, Gainesville,,
1853,AlisonAsya T, Los Angeles,,
1854,Frances 6365, Hutchinson,,
1855,Cynthia 6365, Rocklin,,
1856,Nicole F 6365, Paramus,,
1857,Christine 6365, Sterling Heights,,
1858,Emily V 6365, High Point,,
1859,Yvonne A 6361, Borough of Bronx,,
1860,Emily 6364, Eagle,,
1861,Wednesday S, Los Banos,,
1862,Joan 6364, Kenmore,,
1863,Bill P 6364, Keizer,,
1864,Donna 6364, Hutchinson,,
1865,Kathy H 6363, Mount Pleasant ,, Female
1866,Amanda 6363, Roseburg,,
1867,Ann W 6363, Tinton Falls,,
1868,Hayley A 6362, Lawrenceville,,
1869,Cassie 6362, Lakewood,,
1870,Toni G 6362, Boyle Heights,,
1871,Stacey M 6362, Hazleton,,
1872,maria 632670, West Islip,,
1873,Virginia 6362, Hutchinson,,
1874,Mary 6362, Radnor,,
1875,Jodi T 6362, Guilford,,
1876,Jen 6361, Passaic,,
1877,Joan D 6361, Fort Lee,,
1878,Ignazio, Manhattan,,
1879,JanaBuresh, Newark,,
1880,Caitlin E 6352, Palo Alto,,
1881,Jeanna, Hutchinson,,
1882,Maureen 6347, Bellevue,,
1883,Maggie M 6322, Dover,,
1884,Sam S 6341, Pomona,,
1885,Kyra B 6346, Gilbert,,
1886,Catherine H 6346, Coronado,,
1887,Rhonda 6346, Bon Air,,
1888,Katherine 6345, Boston,,
1889,Maria V 6345, Alameda,,
1890,Susan 6344, Lynnwood,,
1891,Cathy P 6344, Shirley,,
1892,Beth 6343, Jasmine Estates,,
1893,Maritzaalon, Lakeland,,
1894,Stephanie 6343, Winchester,,
1895,Brian G 6343, Grapevine,,
1896,Eneida, Philadelphia,,
1897,Robin Z 6342, Scottsdale,,
1898,Rebekah K 6342, Albuquerque,,
1899,Ellen R 6341, Wright,,
1900,Raygan, Hutchinson,,
1901,Connie 6341, Charlotte,,
1902,RobinGWhite, North Decatur,,
1903,Barbara L 6341, Hutchinson,,
1904,Joy 6340, Hutchinson,,
1905,Jessi G, Elizabethtown,,
1906,Jennifer 6340, Madison,,
1907,Helen 6340, Florence,,
1908,Erica 6340, Conroe,,
1909,Bratt L, Hutchinson,,
1910,DonnaLou, Los Gatos,,
1911,JanetLouise R, La Crosse,,
1912,Lori I 6339, Bedford,,
1913,Julianna 6339, Utica,,
1914,Maggie C 6339, Beverly,,
1915,Tangela, Tallahassee,,
1916,Hannah R 6339, Wausau,,
1917,Maria E 6339, Carrollwood Village,,
1918,Cynthia S 6339, Hutchinson,,
1919,Jenefer B, Manhattan,,
1920,Keith K 6339, Reading,,
1921,Emily 633933, Cherry Hill,,
1922,Alexis 6338, Duluth,,
1923,Faye 6338, Santa Rosa,,
1924,Antonella T, Crofton,,
1925,AE G, Hutchinson,,
1926,Taylar D, Bangor,,
1927,Pattie P, Easton,,
1928,Kit S, Hunt Valley,,
1929,Christine H 6338, Sylvania,,
1930,Iva H, Fairfield,,
1931,Evelyn 6337, Linden,,
1932,Monica L 6337, Winter Springs,,
1933,Amanda F, Manhattan,,
1934,Teri R 6337, Southchase,,
1935,Blake 6337, Meads,,
1936,Hope 6337, Philadelphia,,
1937,Tracie D 6337, Hutchinson,,
1938,Kaitlin B 6337, Ypsilanti,,
1939,Jay V 6337, Newton,,
1940,AmandaSanders, Smyrna,,
1941,Jade B 6319, Sherman,,
1942,Sheila H 6337, Martinez,,
1943,Kathryn P, Amsterdam,,
1944,Marion C 6337, Los Angeles,,
1945,Melinda G 6318, Harrisburg,,
1946,Melodie B, Ruskin,,
1947,Juliana G 6336, York,,
1948,vanessasantos, Somerville,,
1949,Joyce 6336, Baltimore,,
1950,Trevor S, South Burlington,,
1951,Micaela M, Franklin,,
1952,chrisie, South Old Bridge,,
1953,DORETTA, Newark,,
1954,Amy 633576, Hutchinson,,
1955,Emily C 6335, Cave Spring,,
1956,Aynslee H, Clemmons,,
1957,Kim 6335, Farmington Hills,,
1958,Cathy 6335, University City,,
1959,Kelly 633532, Hutchinson,,
1960,Carrie A, Dublin,,
1961,anne 6335, Philadelphia,,
1962,MariaLuisaMejia, Brooklyn,,
1963,Wendy 6334, Hamtramck,,
1964,Brent 6334, Chandler,,
1965,cruzyolandamailcom, East New York,,
1966,Shelbi F, Hutchinson,,
1967,Toni 6333, East New York,,
1968,Zahia R, Greenacres City,,
1969,Sue H 6333, Wilmington,,
1970,Mirta Y, Borough of Queens,,
1971,Deloris 6332, Pomona,,
1972,Kelly M 633264, Boston,,
1973,Mary D 6332, Loves Park,,
1974,Wendy 6332, Gastonia,,
1975,Pat T 6332, Storrs,,
1976,Gillian L, Herndon,,
1977,Heidi B 6332, Costa Mesa,,
1978,Pamela T 6332, Hoboken,,
1979,Roxanne S 6318, Norland,,
1980,Gretchen C, Lansdale,,
1981,Pam 6331, Lawrenceville,,
1982,LaGrange, Fruit Cove,,
1983,Dawn C 6331, Hermitage,,
1984,Anne-MarieLee, Elizabeth,,
1985,Jan N, Long Island City,,
1986,Diana T 6328, Boulder,,
1987,Vanessa B 6331, Doral,,
1988,Kelly S 6331, Lawrenceville,,
1989,Cathy P 6331, Perth Amboy,,
1990,Barbara 6331, Spanish Springs,,
1991,Annabelle P, Surprise,,
1992,Kim L 6330, Pooler,,
1993,Priscilla 6330, Bayonne,,
1994,Tracy 6330, Hutchinson,,
1995,Leslie 6329, Vista,,
1996,Terri B 6329, Ridgewood,,
1997,Natasha R 6329, Hazleton,,
1998,Rod L, North Atlanta,,
1999,Tina M 6329, Monroe,,
2000,Heather O 6329, Watertown,,
2001,Nancy 6329, Willow Grove,,
2002,Veronica A 6329, Winter Haven,,
2003,Mary 6329, Palm Beach Gardens,,
2004,Cara 6328, Albany,,
2005,Melissa H 6328, Florida Ridge,,
2006,pam 6328, Acworth,,
2007,Trip, Kissimmee,,
2008,Jody E, University,,
2009,Sherron, Hunt Valley,,
2010,Karolina, Ossining,,
2011,Lacey 6327, Manchester,,
2012,KaraSantiago, Richmond,,
2013,Stina S, Millville,,
2014,Bianca Y, Pennsauken,,
2015,Alexis W 6326, Marion,,
2016,Landon H, Fort Worth,,
2017,Richard 6326, Lakewood,,
2018,Victoria 6326, Ocala,,
2019,Nedia H, Jacksonville,,
2020,Alan A 6326, Jamaica,,
2021,Wachen, New Brighton,,
2022,Christian C 6326, Charlotte,,
2023,Claudette 6325, Phoenixville,,
2024,Joe C 6325, Hutchinson,,
2025,Korinda M, Lancaster,,
2026,Molly 6324, Strongsville,,
2027,Katrina K 6324, Wausau,,
2028,Bethany H 6323, Claremore,,
2029,Barbara N 6323, Indianapolis,,
2030,Christina G 6323, Bellaire,,
2031,Crystal 6323, Hutchinson,,
2032,Caroline 6323, Morristown,,
2033,Karen B 6323, Long Island City,,
2034,Angela Z, New York City,,
2035,MytlineBruno, Willow Grove,,
2036,Matt 6322, Newark,,
2037,Colleen 6321, Aspen Hill,,
2038,Rhonda C 6321, Hazleton,,
2039,Rumable A, West Milford,,
2040,Sammi B, Willingboro,,
2041,Wendi 6321, Rochester,,
2042,Vania F, Philadelphia,,
2043,Carol B 6320, Hutchinson,,
2044,Wendy L 6320, Irvine,,
2045,Kurvi U, Huntington Park,,
2046,Kimberly 6319, Bon Air,,
2047,Jalyn T, Milpitas,,
2048,Cassandra D 6319, Millville,,
2049,Olivia C 6316, Hutchinson,,
2050,Dede 6318, Redmond,,
2051,Leanne E 6318, Hutchinson,,
2052,Isabella 6318, Oakville,,
2053,Susan R 6318, Tigard,,
2054,Ftizol1verizonnet, Bethlehem,,
2055,Jessie 6318, South Whittier,,
2056,Jayme Z, Scranton,,
2057,Jim 6318, McHenry,,
2058,Janine 6318, Toms River,,
2059,Megan 6318, Dubuque,,
2060,Deb 6318, Southbury,,
2061,Annika H, Medford,,
2062,Suzanne 6317, Hutchinson,,
2063,Ariel 6317, Fort Lee,,
2064,Kerry D 6317, New City,,
2065,Gianna D 6317, Hartford,,
2066,Carol 6317, Hoboken,,
2067,Kris 6317, Scranton,,
2068,PriscillaMcclellan, Jersey City,,
2069,claudineaquino, Staten Island,,
2070,Debbie 6317, Commack,,
2071,Tammi 6316, Levittown,,
2072,Al 6316, Willingboro,,
2073,Martha B 6316, Kendall West,,
2074,Amanda T 6316, Athens,,
2075,Lindsey A 6316, Boston,,
2076,Pat G 6316, Pottstown,,
2077,Caitlyn C 6316, Carrollton,,
2078,Veronica R 6315, Spring Hill,,
2079,Wendelyn A, Hutchinson,,
2080,Patty P 6315, Louisville,,
2081,Sydney 6315, Irving,,
2082,Georgia 6315, Cave Spring,,
2083,Jen M 6315, Danbury,,
2084,Dan D 6315, St. Albert,,
2085,Kimber S 6315, Bowling Green,,
2086,ELIZABETH G 6161, Bensonhurst , 50-64 , Male  
2087,Cristian R, Marietta,,
2088,Kathryn M 6314, Flowing Wells ,, Female
2089,Jennifer C 6314, Aiken,,
2090,AmyDonovan, Saint Petersburg,,
2091,Nicole W 6314, Fairfax,,
2092,Deborah 6314, Manhattan,,
2093,Grace O, Dallas,,
2094,Orietta, Manhattan,,
